code,city,state,country,comments,junk,oid
tokyjp,Tokyo,NULL,Japan,NULL,NULL,515
zrh.ch,Zurich,NULL,Switzerland,NULL,NULL,516
gva.ch,Geneva,NULL,Switzerland,NULL,NULL,517
batonr.la,Baton Rouge,LA,USA,NULL,NULL,518
mal,Malmo,NULL,Sweden,NULL,NULL,519
delhi,Delhi,NULL,India,NULL,NULL,520
amsterdamamt,Amsterdam,NULL,Netherlands,NULL,NULL,521
londonlnt,London,NULL,United Kingdom,NULL,NULL,522
wrrnmi,Warren,MI,USA,NULL,NULL,523
livnmi,Livonia,MI,USA,NULL,NULL,524
miami,Miami,FL,USA,NULL,NULL,525
mdsn.wi,Madison,WI,USA,NULL,NULL,526
wlhm,Waltham,MA,USA,NULL,NULL,527
cb1ma,Cambridge,MA,USA,NULL,NULL,528
atlantaald,Atlanta,GA,USA,NULL,NULL,529
frankfurtfri,Frankfurt,NULL,Germany,NULL,NULL,530
eindhoven,Eindhoven,NULL,Netherlands,NULL,NULL,531
kingston,Kingston,NULL,Canada,NULL,NULL,532
southport,Southport,NULL,Australia,NULL,NULL,533
mpsmn,Minneapolis,MN,USA,NULL,NULL,534
losangeles.us,Los Angeles,CA,USA,NULL,NULL,535
mci,Kansas City,MO,USA,NULL,NULL,536
winnipeg,Winnipeg,MB,Canada,NULL,NULL,537
sk.bra,Bratislava,NULL,Slovakia,NULL,NULL,538
okc,Oklahoma City,OK,USA,NULL,NULL,539
phmaz,Phoenix,AZ,USA,NULL,NULL,540
anhm,Anaheim,CA,USA,NULL,NULL,541
potlnd.or,Portland,OR,USA,NULL,NULL,542
dal.tx,Dallas,TX,USA,NULL,NULL,543
pnmcty.fl,Panama City,FL,USA,NULL,NULL,544
nwk.nj,Newark,NJ,USA,NULL,NULL,545
scl.ca,Santa Clara,CA,USA,NULL,NULL,546
pas,Paris,NULL,France,NULL,NULL,547
cincinnati,Cincinnati,OH,USA,NULL,NULL,548
marburg,Marburg,NULL,Germany,NULL,NULL,549
buf,Buffalo,NY,USA,NULL,NULL,550
houstonhob,Houston,TX,USA,NULL,NULL,551
prg,Prague,NULL,Czech Republic,NULL,NULL,552
augsburg,Augsburg,NULL,Germany,NULL,NULL,553
oldenburg,Oldenburg,NULL,Germany,NULL,NULL,554
northroyalton,North Royalton,OH,USA,NULL,NULL,555
dblnoh,Dublin,OH,USA,NULL,NULL,556
mesqt.tx,Mesquite,TX,USA,NULL,NULL,557
snrmca,San Ramon,CA,USA,NULL,NULL,558
alntn.tx,Arlington,TX,USA,NULL,NULL,559
amst,Amsterdam,NULL,Netherlands,NULL,NULL,560
bio,Bilbao,NULL,Spain,NULL,NULL,561
nrwlct,Norwalk,CT,USA,NULL,NULL,562
smfrct,Stamford,CT,USA,NULL,NULL,563
dublin.ie,Dublin,NULL,Ireland,NULL,NULL,564
jrsycty.nj,Jersey City,NJ,USA,NULL,NULL,565
scrmnt.ca,Sacramento,CA,USA,NULL,NULL,566
parsfr,Paris,NULL,France,NULL,NULL,567
greenville,Greenville,SC,USA,NULL,NULL,568
nl.rot,Rotterdam,NULL,Netherlands,NULL,NULL,569
iplsin,Indianapolis,IN,USA,NULL,NULL,570
lsvlky,Louisville,KY,USA,NULL,NULL,571
lxintn.ky,Lexington,KY,USA,NULL,NULL,572
sanfrancisco.ca,San Francisco,CA,USA,NULL,NULL,573
hfx,Halifax,NS,Canada,NULL,NULL,574
es.mad,Madrid,NULL,Spain,NULL,NULL,575
manchester,Manchester,NULL,United Kingdom,NULL,NULL,576
desia,Des Moines,IA,USA,NULL,NULL,577
hmbg.de,Hamburg,NULL,Germany,NULL,NULL,578
scclma,Columbia,SC,USA,NULL,NULL,579
sin,Singapore,NULL,Singapore,NULL,NULL,580
grlnd.tx,Garland,TX,USA,NULL,NULL,581
chw-il,Chicago,IL,USA,NULL,NULL,582
raleigh,Raleigh,NC,USA,NULL,NULL,583
varest,Reston,VA,USA,NULL,NULL,584
bumttx,Beaumont,TX,USA,NULL,NULL,585
lille,Lille,NULL,France,NULL,NULL,586
dvmco,Denver,CO,USA,NULL,NULL,587
irvnca,Irvine,CA,USA,NULL,NULL,588
jan,Jackson,MS,USA,NULL,NULL,589
loh,London,NULL,United Kingdom,NULL,NULL,590
bllvu.wa,Bellevue,WA,USA,NULL,NULL,591
ulm,Ulm,NULL,Germany,NULL,NULL,592
oslo,Oslo,NULL,Norway,NULL,NULL,593
nyc-ny,New York,NY,USA,NULL,NULL,594
amd,Amsterdam,NULL,Netherlands,NULL,NULL,595
gent.be,Gent,NULL,Belgium,NULL,NULL,596
gosford,Gosford,NULL,Australia,NULL,NULL,597
mlfdct,Milford,CT,USA,NULL,NULL,598
elmhst.il,Elmhurst,IL,USA,NULL,NULL,599
rmvll.il,Romeoville,IL,USA,NULL,NULL,600
rcit.ca,Redwood City,CA,USA,NULL,NULL,601
hkg,Hong Kong,NULL,China,NULL,NULL,602
wrzb.de,Wurzburg,NULL,Germany,NULL,NULL,603
lax.ca,Los Angeles,CA,USA,NULL,NULL,604
new-york,New York,NY,USA,NULL,NULL,605
vncvr.wa,Vancouver,WA,USA,NULL,NULL,606
sat,San Antonio,TX,USA,NULL,NULL,607
rlgnc,Raleigh,NC,USA,NULL,NULL,608
palo-alto,Palo Alto,CA,USA,NULL,NULL,609
vienna-us,Vienna,VA,USA,NULL,NULL,610
clftnj,Clifton,NJ,USA,NULL,NULL,611
poa,Porto Alegre,NULL,Brazil,NULL,NULL,612
se-sto,Stockholm,NULL,Sweden,NULL,NULL,613
crchtx,Corpus Christi,TX,USA,NULL,NULL,614
londonk,London,NULL,United Kingdom,NULL,NULL,615
dub.gbb.uk,Dublin,NULL,Ireland,NULL,NULL,616
akl,Auckland,NULL,New Zealand,NULL,NULL,617
tampabay,Tampa,FL,USA,NULL,NULL,618
muenchen,Munchen,NULL,Germany,NULL,NULL,619
lakwod.co,Lakewood,CO,USA,NULL,NULL,620
phil,Philadelphia,PA,USA,NULL,NULL,621
elkhn.ne,Elkhorn,NE,USA,NULL,NULL,622
sao,Sao Paulo,NULL,Brazil,NULL,NULL,623
hobart,Hobart,NULL,Australia,NULL,NULL,624
omah,Omaha,NE,USA,NULL,NULL,625
orf,Norfolk,VA,USA,NULL,NULL,626
utprov,Provo,UT,USA,NULL,NULL,627
ilchgo,Chicago,IL,USA,NULL,NULL,628
sfo.ca,San Francisco,CA,USA,NULL,NULL,629
ontrca,Ontario,CA,USA,NULL,NULL,630
wash.dc.us,Washington,DC,USA,NULL,NULL,631
mi.it,Milan,NULL,Italy,NULL,NULL,632
bkk,Bangkok,NULL,Thailand,NULL,NULL,633
mtvnoh,Mount Vernon,OH,USA,NULL,NULL,634
mnfdoh,Mansfield,OH,USA,NULL,NULL,635
polkoh,Polk,OH,USA,NULL,NULL,636
grpvine.tx,Grapevine,TX,USA,NULL,NULL,637
nirving.tx,Irving,TX,USA,NULL,NULL,638
cmh,Columbus,OH,USA,NULL,NULL,639
mntp.il,Mount Prospect,IL,USA,NULL,NULL,640
trncca,Torrance,CA,USA,NULL,NULL,641
bletchley,Bletchley,NULL,United Kingdom,NULL,NULL,642
ealing,Ealing,NULL,United Kingdom,NULL,NULL,643
lnh.md,Lanham-Seabrook,MD,USA,NULL,NULL,644
tkyo,Tokyo,NULL,Japan,NULL,NULL,645
hiroshima,Hiroshima,NULL,Japan,NULL,NULL,646
hywr,Hayward,CA,USA,NULL,NULL,647
osa,Osaka,NULL,Japan,NULL,NULL,648
stockton,Stockton,CA,USA,NULL,NULL,649
irving,Irving,TX,USA,NULL,NULL,650
ralgh,Raleigh,NC,USA,NULL,NULL,651
chyn,Cheyenne,WY,USA,NULL,NULL,652
tokyo.jp,Tokyo,NULL,Japan,NULL,NULL,653
chb.jp,Chiba,NULL,Japan,NULL,NULL,654
oskg,Osaka,NULL,Japan,NULL,NULL,655
tok,Tokyo,NULL,Japan,NULL,NULL,656
tokg,Tokyo,NULL,Japan,NULL,NULL,657
snva,Sunnyvale,CA,USA,NULL,NULL,658
kobe,Kobe,NULL,Japan,NULL,NULL,659
tky.jp,Tokyo,NULL,Japan,NULL,NULL,660
shinkawa.jp,Shinkawa,NULL,Japan,NULL,NULL,661
osk.jp,Osaka,NULL,Japan,NULL,NULL,662
yokohama,Yokohama,NULL,Japan,NULL,NULL,663
kawasaki,Kawasaki,NULL,Japan,NULL,NULL,664
oakland,Oakland,CA,USA,NULL,NULL,665
tokl.jp,Tokyo,NULL,Japan,NULL,NULL,666
cba.jp,Chiba,NULL,Japan,NULL,NULL,667
richmond,Richmond,VA,USA,NULL,NULL,668
bremtn.wa,Bremerton,WA,USA,NULL,NULL,669
nyroc,Rochester,NY,USA,NULL,NULL,670
ngo,Nagoya,NULL,Japan,NULL,NULL,671
toronto.ca,Toronto,NULL,Canada,NULL,NULL,672
cpt.za,Cape Town,NULL,South Africa,NULL,NULL,673
atlaga,Atlanta,GA,USA,NULL,NULL,674
ein.nl,Eindhoven,NULL,Netherlands,NULL,NULL,675
bna,Nashville,TN,USA,NULL,NULL,676
chiba.jp,Chiba,NULL,Japan,NULL,NULL,677
doshisha.jp,Doshisha,NULL,Japan,NULL,NULL,678
enwdco,Englewood,CO,USA,NULL,NULL,679
fka,Fukuoka,NULL,Japan,NULL,NULL,680
fukuoka,Fukuoka,NULL,Japan,NULL,NULL,681
gennevilliers,Gennevilliers,NULL,France,NULL,NULL,682
hiroshima.jp,Hiroshima,NULL,Japan,NULL,NULL,683
ilford,Ilford,NULL,United Kingdom,NULL,NULL,684
itabashi,Itabashi,NULL,Japan,NULL,NULL,685
archives,Archives,NULL,France,NULL,NULL,686
kanazawa,Kanazawa,NULL,Japan,NULL,NULL,687
kek.jp,Kek,NULL,Japan,NULL,NULL,688
kobe.jp,Kobe,NULL,Japan,NULL,NULL,689
koubeakashi,Koubeakashi,NULL,Japan,NULL,NULL,690
kyoto.jp,Kyoto,NULL,Japan,NULL,NULL,691
machida.jp,Machida,NULL,Japan,NULL,NULL,692
miasfl,Miami Springs,FL,USA,NULL,NULL,693
nacsis.jp,Nacsis,NULL,Japan,NULL,NULL,694
nagaokagika.jp,Nagokagika,NULL,Japan,NULL,NULL,695
nagoya,Nagoya,NULL,Japan,NULL,NULL,696
ngop,Nagoya,NULL,Japan,NULL,NULL,697
niigata.jp,Niigata,NULL,Japan,NULL,NULL,698
okayama,Okayama,NULL,Japan,NULL,NULL,699
osaka.jp,Osaka,NULL,Japan,NULL,NULL,700
osakabak,Osaka,NULL,Japan,NULL,NULL,701
oskg.jp,Osaka,NULL,Japan,NULL,NULL,702
otm.jp,Tokyo,NULL,Japan,NULL,NULL,703
otmg.jp,Tokyo,NULL,Japan,NULL,NULL,704
otmnoc.jp,Tokyo,NULL,Japan,NULL,NULL,705
san-francisco,San Francisco,CA,USA,NULL,NULL,706
sapporo,Sapporo,NULL,Japan,NULL,NULL,707
shimonoseki,Shimonoseki,NULL,Japan,NULL,NULL,708
syrvnj,Sayreville,NJ,USA,NULL,NULL,709
los-angeles,Los Angeles,CA,USA,NULL,NULL,710
tokg.jp,Tokyo,NULL,Japan,NULL,NULL,711
toukou.jp,Toukou,NULL,Japan,NULL,NULL,712
toyama,Toyama,NULL,Japan,NULL,NULL,713
vologda,Vologda,NULL,Russia,NULL,NULL,714
weekiwachee-springs.fl,Weeki Wachee Gardens,FL,USA,tossup between Weeki Wachee Gardens and Wekiwa Springs,NULL,715
hel,Helsinki,NULL,Finland,NULL,NULL,716
yokohama.jp,Yokohama,NULL,Japan,NULL,NULL,717
trntn.nj,Trenton,NJ,USA,NULL,NULL,718
zurich,Zurich,NULL,Switzerland,NULL,NULL,719
vegas.nv,Las Vegas,NV,USA,NULL,NULL,720
nwhnct,New Haven,CT,USA,NULL,NULL,721
prvdri,Providence,RI,USA,NULL,NULL,722
pwtkt.ri,Pawtucket,RI,USA,NULL,NULL,723
sdg,San Diego,CA,USA,NULL,NULL,724
ott,Ottawa,ON,Canada,NULL,NULL,725
bielefeld.de,Bielefeld,NULL,Germany,NULL,NULL,726
tampa,Tampa,FL,USA,NULL,NULL,727
fort-worth,Fort Worth,TX,USA,NULL,NULL,728
indnpls.in,Indianapolis,IN,USA,NULL,NULL,729
wchtks,Wichita,KS,USA,NULL,NULL,730
cgx,Chicago,IL,USA,NULL,NULL,731
uk-lon,London,NULL,United Kingdom,NULL,NULL,732
atw.pa,Allentown,PA,USA,NULL,NULL,733
akrnoh,Akron,OH,USA,NULL,NULL,734
mil,Milan,NULL,Italy,NULL,NULL,735
berlin,Berlin,NULL,Germany,NULL,NULL,736
par.fr,Paris,NULL,France,NULL,NULL,737
adl,Adelaide,NULL,Australia,NULL,NULL,738
aanmi,Ann Arbor,MI,USA,NULL,NULL,739
berlin.de,Berlin,NULL,Germany,NULL,NULL,740
copenhagen,Copenhagen,NULL,Denmark,NULL,NULL,741
mexico,Mexico City,NULL,Mexico,NULL,NULL,742
oaks.pa,Oak Hills,PA,USA,NULL,NULL,743
glou.nj,Gloucester City,NJ,USA,NULL,NULL,744
nw2nj,Newark,NJ,USA,NULL,NULL,745
crmlin,Carmel,IN,USA,NULL,NULL,746
fra.de,Frankfurt,NULL,Germany,NULL,NULL,747
saitama.jp,Saita,NULL,Japan,NULL,NULL,748
tatebayasi.jp,Tatebayashi,NULL,Japan,NULL,NULL,749
yokkaichi.jp,Yokaichi,NULL,Japan,NULL,NULL,750
dus,Dusseldorf,NULL,Germany,NULL,NULL,751
blm.br,Belem,NULL,Brazil,NULL,NULL,752
blm,Belem,NULL,Brazil,NULL,NULL,753
twsn.md,Towson,MD,USA,NULL,NULL,754
hs1tx,Houston,TX,USA,NULL,NULL,755
blngmt,Billings,MT,USA,NULL,NULL,756
mmptn,Memphis,TN,USA,NULL,NULL,757
farg,Fargo,ND,USA,NULL,NULL,758
amrltx,Amarillo,TX,USA,NULL,NULL,759
cae.sc,Charleston,SC,USA,NULL,NULL,760
rcsntx,Richardson,TX,USA,NULL,NULL,761
ablntx,Abilene,TX,USA,NULL,NULL,762
tok.jp,Tokyo,NULL,Japan,NULL,NULL,763
omhne,Omaha,NE,USA,NULL,NULL,764
chlstn,Charleston,SC,USA,NULL,NULL,765
ftla,Fort Lauderdale,FL,USA,NULL,NULL,766
newthk,Hong Kong,NULL,China,NULL,NULL,767
rjo.br,Rio De Janeiro,NULL,Brazil,NULL,NULL,768
bsa.br,Brasilia,NULL,Brazil,NULL,NULL,769
war.pl,Warsaw,NULL,Poland,NULL,NULL,770
gva,Geneva,NULL,Switzerland,NULL,NULL,771
lafayt.in,Lafayette,IN,USA,NULL,NULL,772
nl-ams,Amsterdam,NULL,Netherlands,NULL,NULL,773
prs.fr,Paris,NULL,France,NULL,NULL,774
dlfw,Dallas,TX,USA,NULL,NULL,775
chrl,Charleston,SC,USA,NULL,NULL,776
vnna,Vienna,VA,USA,NULL,NULL,777
ftwal.fl,Fort Walton Beach,FL,USA,NULL,NULL,778
alngtn.va,Arlington,VA,USA,NULL,NULL,779
shv,Shreveport,LA,USA,NULL,NULL,780
takamatsu,Takamatsu,NULL,Japan,NULL,NULL,781
aus.tx,Austin,TX,USA,NULL,NULL,782
sao-paulo,Sao Paulo,NULL,Brazil,NULL,NULL,783
spo.br,Sao Paulo,NULL,Brazil,NULL,NULL,784
ipsin,Indianapolis,IN,USA,NULL,NULL,785
be-bru,Brussels,NULL,Belgium,NULL,NULL,786
lwrnc.in,Lawrence,IN,USA,NULL,NULL,787
sprgfld.mo,Springfield,MO,USA,NULL,NULL,788
rlmil,Rolling Meadows,IL,USA,NULL,NULL,789
miam,Miami,FL,USA,NULL,NULL,790
hou.tx,Houston,TX,USA,NULL,NULL,791
nash.tn,Nashville,TN,USA,NULL,NULL,792
bsmrk.nd,Bismarck,ND,USA,NULL,NULL,793
rdu.nc,Raleigh,NC,USA,NULL,NULL,794
slsmd,Silver Spring,MD,USA,NULL,NULL,795
col.md,Columbia,MD,USA,NULL,NULL,796
abrd.md,Aberdeen,MD,USA,NULL,NULL,797
milan,Milan,NULL,Italy,NULL,NULL,798
rslyny,Roslyn Heights,NY,USA,NULL,NULL,799
duisburg.de,Duisburg,NULL,Germany,NULL,NULL,800
grdnca,Garden Grove,CA,USA,NULL,NULL,801
catv.md,Catonsville,MD,USA,NULL,NULL,802
stockholm.se,Stockholm,NULL,Sweden,NULL,NULL,803
sctdl.az,Scottsdale,AZ,USA,NULL,NULL,804
albqrq.nm,Albuquerque,NM,USA,NULL,NULL,805
satx,San Antonio,TX,USA,NULL,NULL,806
tlsok,Tulsa,OK,USA,NULL,NULL,807
samara,Samara,NULL,Russia,NULL,NULL,808
rouen,Rouen,NULL,France,NULL,NULL,809
pns,Pensacola,FL,USA,NULL,NULL,810
cop,Copenhagen,NULL,Denmark,NULL,NULL,811
jcsn.mi,Jackson,MI,USA,NULL,NULL,812
adsn.mi,Addison,MI,USA,NULL,NULL,813
gdrmi,Grand Rapids,MI,USA,NULL,NULL,814
vienna.at,Vienna,NULL,Austria,NULL,NULL,815
ykh.jp,Yokohama,NULL,Japan,NULL,NULL,816
iowact.ia,Iowa City,IA,USA,NULL,NULL,817
reykjavik,Reykjavik,NULL,Iceland,NULL,NULL,818
esn,Essen,NULL,Germany,NULL,NULL,819
baycty.mi,Bay City,MI,USA,NULL,NULL,820
montrealak,Montreal,NULL,Canada,NULL,NULL,821
sbndin,South Bend,IN,USA,NULL,NULL,822
rochester,Rochester,NY,USA,NULL,NULL,823
mrf.va,Merrifield,VA,USA,NULL,NULL,824
frd.va,Fredericksburg,VA,USA,NULL,NULL,825
fdk.md,Frederick,MD,USA,NULL,NULL,826
ttn,Trenton,NJ,USA,NULL,NULL,827
abnva,Abingdon,VA,USA,NULL,NULL,828
strg.mi,Sterling Heights,MI,USA,NULL,NULL,829
ch-zur,Zurich,NULL,Switzerland,NULL,NULL,830
de-fra,Frankfurt,NULL,Germany,NULL,NULL,831
washingtondc.us,Washington,DC,USA,NULL,NULL,832
sanjose.us,San Jose,CA,USA,NULL,NULL,833
spknwa,Spokane,WA,USA,NULL,NULL,834
sd2ca,San Diego,CA,USA,NULL,NULL,835
albnm,Albuquerque,NM,USA,NULL,NULL,836
lnclne,Lincoln,NE,USA,NULL,NULL,837
leuven.belgium,Leuven,NULL,Belgium,NULL,NULL,838
leuven.be,Leuven,NULL,Belgium,NULL,NULL,839
hongkong,Hong Kong,NULL,China,NULL,NULL,840
bak,Bakersfield,CA,USA,NULL,NULL,841
bkfdca,Bakersfield,CA,USA,NULL,NULL,842
aus,Austin,TX,USA,NULL,NULL,843
cph.dk,Copenhagen,NULL,Denmark,NULL,NULL,844
mlm.se,Malmo,NULL,Sweden,NULL,NULL,845
gbg.se,Goteborg,NULL,Sweden,NULL,NULL,846
bor.se,Borlange,NULL,Sweden,NULL,NULL,847
vxj.se,Vaxjo,NULL,Sweden,NULL,NULL,848
burltn.wa,Burlington,WA,USA,NULL,NULL,849
dusseldorf,Dusseldorf,NULL,Germany,NULL,NULL,850
toulon,Toulon,NULL,France,NULL,NULL,851
mlpsca,Milpitas,CA,USA,NULL,NULL,852
darwin,Darwin,NULL,Australia,NULL,NULL,853
atlantapaix,Atlanta,GA,USA,NULL,NULL,854
myvloh,Marysville,OH,USA,NULL,NULL,855
grtfls.mt,Great Falls,MT,USA,NULL,NULL,856
gso,Greensboro,NC,USA,NULL,NULL,857
mchn.de,Munich,NULL,Germany,NULL,NULL,858
bln.de,Berlin,NULL,Germany,NULL,NULL,859
ffm.de,Frankfurt,NULL,Germany,NULL,NULL,860
dsltokyo,Tokyo,NULL,Japan,NULL,NULL,861
bonn.de,Bonn,NULL,Germany,NULL,NULL,862
nice,Nice,NULL,France,NULL,NULL,863
ltrar,Little Rock,AR,USA,NULL,NULL,864
es-mad,Madrid,NULL,Spain,NULL,NULL,865
cha,Charlotte,NC,USA,NULL,NULL,866
mgm,Montgomery,AL,USA,NULL,NULL,867
ffm,Frankfurt,NULL,Germany,NULL,NULL,868
phdl.pa,Philadelphia,PA,USA,NULL,NULL,869
athens.gr,Athens,NULL,Greece,NULL,NULL,870
calgary,Calgary,AB,Canada,NULL,NULL,871
kansascitykcd,Kansas City,MO,USA,NULL,NULL,872
tby,Tampa,FL,USA,NULL,NULL,873
scs.nj,Secaucus,NJ,USA,NULL,NULL,874
ncchrl,Charlotte,NC,USA,NULL,NULL,875
chg,Chicago,IL,USA,NULL,NULL,876
demone.ia,Des Moines,IA,USA,NULL,NULL,877
hong-kong,Hong Kong,NULL,China,NULL,NULL,878
hkng.hk,Hong Kong,NULL,China,NULL,NULL,879
pennsauken.ne,Pennsauken,NJ,USA,NULL,NULL,880
philadelp,Philadelphia,PA,USA,NULL,NULL,881
hamilton,Hamilton,NULL,Canada,NULL,NULL,882
manchester.uk,Manchester,NULL,United Kingdom,NULL,NULL,883
ldn.eu,London,NULL,United Kingdom,NULL,NULL,884
cc.fl,Cocoa,FL,USA,NULL,NULL,885
sdgca,San Diego,CA,USA,NULL,NULL,886
lond,London,NULL,United Kingdom,NULL,NULL,887
read,Reading,NULL,United Kingdom,NULL,NULL,888
phxcolo,Phoenix,AZ,USA,NULL,NULL,889
dus.de,Dusseldorf,NULL,Germany,NULL,NULL,890
bris,Bristol,NULL,United Kingdom,NULL,NULL,891
chatt,Chattanooga,TN,USA,NULL,NULL,892
nash,Nashville,TN,USA,NULL,NULL,893
desm,Des Moines,IA,USA,NULL,NULL,894
rostov,Rostov,NULL,Russia,NULL,NULL,895
nth.gbb.uk,Nottingham,NULL,United Kingdom,NULL,NULL,896
it-mil,Milan,NULL,Italy,NULL,NULL,897
cdknj,Cliffside Park,NJ,USA,NULL,NULL,898
bng,Bangalore,NULL,India,NULL,NULL,899
vancbc,Vancouver,BC,Canada,NULL,NULL,900
la6ca,Los Angeles,CA,USA,NULL,NULL,901
nantes,Nantes,NULL,France,NULL,NULL,902
crvlls.or,Corvallis,OR,USA,NULL,NULL,903
minneapolismpn,Minneapolis,MN,USA,NULL,NULL,904
nminneapol,Minneapolis,MN,USA,NULL,NULL,905
mdd.es,Madrid,NULL,Spain,NULL,NULL,906
bham,Birmingham,AL,USA,NULL,NULL,907
bordeaux,Bordeaux,NULL,France,NULL,NULL,908
min,Minneapolis,MN,USA,NULL,NULL,909
ant.be,Antwerp,NULL,Belgium,NULL,NULL,910
gnbo,Greensboro,NC,USA,NULL,NULL,911
hilden.de,Hilden,NULL,Germany,NULL,NULL,912
la.ca,Los Angeles,CA,USA,NULL,NULL,913
lau,Lausanne,NULL,Switzerland,NULL,NULL,914
hrndva,Herndon,VA,USA,NULL,NULL,915
paloaltopaix,Palo Alto,CA,USA,NULL,NULL,916
sto.se,Stockholm,NULL,Sweden,NULL,NULL,917
gnv,Gainesville,FL,USA,NULL,NULL,918
barcelona,Barcelona,NULL,Spain,NULL,NULL,919
chcnil,Chicago,IL,USA,NULL,NULL,920
toroon,Toronto,NULL,Canada,NULL,NULL,921
snantx,San Antonio,TX,USA,NULL,NULL,922
ftwttx,Fort Worth,TX,USA,NULL,NULL,923
phnx.az,Phoenix,AZ,USA,NULL,NULL,924
brg,Bergamo,NULL,Italy,NULL,NULL,925
uschrl,Charlotte,NC,USA,NULL,NULL,926
rockhill,Rock Hill,SC,USA,NULL,NULL,927
strhg.mi,Sterling Heights,MI,USA,NULL,NULL,928
bru.be,Brussels,NULL,Belgium,NULL,NULL,929
chvlva,Charlottesville,VA,USA,NULL,NULL,930
ftwyn.in,Fort Wayne,IN,USA,NULL,NULL,931
sanjose.ca,San Jose,CA,USA,NULL,NULL,932
sdg.ca,San Diego,CA,USA,NULL,NULL,933
tohoku.jp,Tohoku,NULL,Japan,NULL,NULL,934
hokkaido.jp,Sapporo,Hokkaido,Japan,NULL,NULL,935
btr,Baton Rouge,LA,USA,NULL,NULL,936
stgt.de,Stuttgart,NULL,Germany,NULL,NULL,937
forhls.nm,Albuquerque,NM,USA,NULL,NULL,938
milw,Milwaukee,WI,USA,NULL,NULL,939
ath,Athens,NULL,Greece,NULL,NULL,940
phoenix.na,Phoenix,AZ,USA,NULL,NULL,941
vncr,Vancouver,WA,USA,NULL,NULL,942
odense.dk,Odense,NULL,Denmark,NULL,NULL,943
mcn,Macon,GA,USA,NULL,NULL,944
fdl.wi,Fond du Lac,WI,USA,NULL,NULL,945
dnv,Denver,CO,USA,NULL,NULL,946
frsn,Fresno,CA,USA,NULL,NULL,947
trpr.pa,Trooper,PA,USA,NULL,NULL,948
aby,Albany,GA,USA,NULL,NULL,949
lin,Milan,NULL,Italy,NULL,NULL,950
kra.pl,Krakow,NULL,Poland,NULL,NULL,951
dresden,Dresden,NULL,Germany,NULL,NULL,952
mma,Malmo,NULL,Sweden,NULL,NULL,953
sktn,Stockton,CA,USA,NULL,NULL,954
stcgpa,State College,PA,USA,NULL,NULL,955
quebec,Quebec,QU,Canada,NULL,NULL,956
iplt,Indianapolis,IN,USA,NULL,NULL,957
geneva,Geneva,NULL,Switzerland,NULL,NULL,958
ushstn,Houston,TX,USA,NULL,NULL,959
regensburg,Regensburg,NULL,Germany,NULL,NULL,960
ilchi,Chicago,IL,USA,NULL,NULL,961
nynyc,New York,NY,USA,NULL,NULL,962
knox,Knoxville,TN,USA,NULL,NULL,963
tnnas,Nashville,TN,USA,NULL,NULL,964
tnkno,Knoxville,TN,USA,NULL,NULL,965
mel.au,Melbourne,NULL,Australia,NULL,NULL,966
ade.au,Adelaide,NULL,Australia,NULL,NULL,967
dayton,Dayton,OH,USA,NULL,NULL,968
muc.de,Munich,NULL,Germany,NULL,NULL,969
fukuoka.jp,Fukuoka,NULL,Japan,NULL,NULL,970
agstme,Augusta,ME,USA,NULL,NULL,971
maewest,San Jose,CA,USA,NULL,NULL,972
athena,Athens,NULL,Greece,NULL,NULL,973
mcln,McLean,VA,USA,NULL,NULL,974
zrch.ch,Zurich,NULL,Switzerland,NULL,NULL,975
fytv,Fayetteville,NC,USA,NULL,NULL,976
drhm,Durham,NC,USA,NULL,NULL,977
alb,Albany,NY,USA,NULL,NULL,978
bstnmalb,Boston,MA,USA,NULL,NULL,979
torontodc,Toronto,NULL,Canada,NULL,NULL,980
man.gbb.uk,Manchester,NULL,United Kingdom,NULL,NULL,981
bfs,Belfast,NULL,Northern Ireland,NULL,NULL,982
bfs.gbb.uk,Belfast,NULL,Northern Ireland,NULL,NULL,983
mamfl,Miami,FL,USA,NULL,NULL,984
nrockv.md,Rockville,MD,USA,NULL,NULL,985
valladolid.es,Valladolid,NULL,Spain,NULL,NULL,986
prtnnj,Princeton,NJ,USA,NULL,NULL,987
at-vie,Vienna,NULL,Austria,NULL,NULL,988
maysld.nj,Mays Landing,NJ,USA,NULL,NULL,989
lis,Lisbon,NULL,Portugal,NULL,NULL,990
norva,Norfolk,VA,USA,NULL,NULL,991
norf,Norfolk,VA,USA,NULL,NULL,992
wiesbaden.de,Wiesbaden,NULL,Germany,NULL,NULL,993
malang.id,Malang,NULL,Indonesia,NULL,NULL,994
edi.gbb.uk,Edinburgh,NULL,Scotland,NULL,NULL,995
bgl.in,Bangalore,NULL,India,NULL,NULL,996
cae,Columbia,SC,USA,NULL,NULL,997
delhi.in,Delhi,NULL,India,NULL,NULL,998
slkut,Salt Lake City,UT,USA,NULL,NULL,999
syracuse,Syracuse,NY,USA,NULL,NULL,1000
man,Manchester,NULL,United Kingdom,NULL,NULL,1001
usdlls,Dallas,TX,USA,NULL,NULL,1002
frnk,Frankfurt,NULL,Germany,NULL,NULL,1003
ojufl,Ojus,FL,USA,NULL,NULL,1004
luxemburg,Luxemburg,NULL,Luxembourg,NULL,NULL,1005
hlrdoh,Hilliard,OH,USA,NULL,NULL,1006
bvu,Bellevue,WA,USA,NULL,NULL,1007
dnwga,Dunwoody,GA,USA,NULL,NULL,1008
