city,state,country,comments,oid,startip,endip,startnum,endnum,whois_record
*,NULL,Germany,,93164,217.28.224.0,217.28.239.255,3642548224,3642552319,NULL
*,NULL,Germany,,93163,217.28.96.0,217.28.111.255,3642515456,3642519551,NULL
*,NULL,Germany,,93162,217.27.192.0,217.27.207.255,3642474496,3642478591,NULL
*,NULL,Germany,,93161,217.27.128.0,217.27.143.255,3642458112,3642462207,NULL
*,NULL,Germany,,93160,217.27.0.0,217.27.15.255,3642425344,3642429439,NULL
*,NULL,Germany,,93159,217.25.128.0,217.25.143.255,3642327040,3642331135,NULL
*,NULL,Germany,,93158,217.25.64.0,217.25.79.255,3642310656,3642314751,NULL
*,NULL,Germany,,93157,217.24.192.0,217.24.239.255,3642277888,3642290175,NULL
*,NULL,Germany,,93156,217.24.96.0,217.24.111.255,3642253312,3642257407,NULL
*,NULL,Germany,,93155,217.24.48.0,217.24.63.255,3642241024,3642245119,NULL
*,NULL,Germany,,93154,217.24.0.0,217.24.15.255,3642228736,3642232831,NULL
*,NULL,Germany,,93153,217.23.48.0,217.23.63.255,3642175488,3642179583,NULL
*,NULL,Germany,,93152,217.22.192.0,217.22.207.255,3642146816,3642150911,NULL
*,NULL,Germany,,93151,217.22.128.0,217.22.143.255,3642130432,3642134527,NULL
*,NULL,Germany,,93150,217.21.192.0,217.21.207.255,3642081280,3642085375,NULL
*,NULL,Germany,,93149,217.20.144.0,217.20.159.255,3642003456,3642007551,NULL
*,NULL,Germany,,93148,217.20.112.0,217.20.127.255,3641995264,3641999359,NULL
*,NULL,Germany,,93147,217.19.160.0,217.19.191.255,3641942016,3641950207,NULL
*,NULL,Germany,,93146,217.18.176.0,217.18.191.255,3641880576,3641884671,NULL
*,NULL,Germany,,93145,217.17.192.0,217.17.207.255,3641819136,3641823231,NULL
*,NULL,Germany,,93144,217.17.16.0,217.17.31.255,3641774080,3641778175,NULL
*,NULL,Germany,,93143,217.16.160.0,217.16.175.255,3641745408,3641749503,NULL
*,NULL,Germany,,93142,217.15.224.0,217.15.239.255,3641696256,3641700351,NULL
*,NULL,Germany,,93141,217.14.144.0,217.14.175.255,3641610240,3641618431,NULL
*,NULL,Germany,,93140,217.14.112.0,217.14.127.255,3641602048,3641606143,NULL
*,NULL,Germany,,93139,217.13.192.0,217.13.207.255,3641556992,3641561087,NULL
*,NULL,Germany,,93138,217.13.160.0,217.13.175.255,3641548800,3641552895,NULL
*,NULL,Germany,,93137,217.13.64.0,217.13.79.255,3641524224,3641528319,NULL
*,NULL,Germany,,93136,217.12.224.0,217.12.239.255,3641499648,3641503743,NULL
*,NULL,Germany,,93135,217.11.192.0,217.11.207.255,3641425920,3641430015,NULL
*,NULL,Germany,,93134,217.11.48.0,217.11.63.255,3641389056,3641393151,NULL
*,NULL,Germany,,93133,217.10.48.0,217.10.79.255,3641323520,3641331711,NULL
*,NULL,Germany,,93132,217.10.0.0,217.10.15.255,3641311232,3641315327,NULL
*,NULL,Germany,,93131,217.9.96.0,217.9.127.255,3641270272,3641278463,NULL
*,NULL,Germany,,93130,217.9.16.0,217.9.63.255,3641249792,3641262079,NULL
*,NULL,Germany,,93129,217.8.48.0,217.8.63.255,3641192448,3641196543,NULL
*,NULL,Germany,,93128,217.0.0.0,217.7.255.255,3640655872,3641180159,NULL
*,NULL,Germany,,93127,213.254.32.0,213.254.63.255,3590201344,3590209535,NULL
*,NULL,Germany,,93126,213.252.128.0,213.252.191.255,3590094848,3590111231,NULL
*,NULL,Germany,,93125,213.252.0.0,213.252.63.255,3590062080,3590078463,NULL
*,NULL,Germany,,93124,213.244.32.0,213.244.63.255,3589545984,3589554175,NULL
*,NULL,Germany,,93123,213.241.128.0,213.241.255.255,3589373952,3589406719,NULL
*,NULL,Germany,,93122,213.240.128.0,213.240.191.255,3589308416,3589324799,NULL
*,NULL,Germany,,93121,213.239.192.0,213.239.255.255,3589259264,3589275647,NULL
*,NULL,Germany,,93120,213.238.32.0,213.238.63.255,3589152768,3589160959,NULL
*,NULL,Germany,,93119,213.221.64.0,213.221.127.255,3588046848,3588063231,NULL
*,NULL,Germany,,93118,213.220.128.0,213.220.191.255,3587997696,3588014079,NULL
*,NULL,Germany,,93117,213.218.160.0,213.218.191.255,3587874816,3587883007,NULL
*,NULL,Germany,,93116,213.218.0.0,213.218.31.255,3587833856,3587842047,NULL
*,NULL,Germany,,93115,213.217.64.0,213.217.127.255,3587784704,3587801087,NULL
*,NULL,Germany,,93114,213.217.0.0,213.217.31.255,3587768320,3587776511,NULL
*,NULL,Germany,,93113,213.216.0.0,213.216.31.255,3587702784,3587710975,NULL
*,NULL,Germany,,93112,213.214.0.0,213.214.31.255,3587571712,3587579903,NULL
*,NULL,Germany,,93111,213.211.192.0,213.211.255.255,3587424256,3587440639,NULL
*,NULL,Germany,,93110,213.209.64.0,213.209.159.255,3587260416,3587284991,NULL
*,NULL,Germany,,93109,213.208.32.0,213.208.63.255,3587186688,3587194879,NULL
*,NULL,Germany,,93108,213.206.160.0,213.206.191.255,3587088384,3587096575,NULL
*,NULL,Germany,,93107,213.203.192.0,213.203.255.255,3586899968,3586916351,NULL
*,NULL,Germany,,93106,213.202.192.0,213.202.255.255,3586834432,3586850815,NULL
*,NULL,Germany,,93105,213.198.0.0,213.198.127.255,3586523136,3586555903,NULL
*,NULL,Germany,,93104,213.196.192.0,213.196.255.255,3586441216,3586457599,NULL
*,NULL,Germany,,93103,213.196.64.0,213.196.127.255,3586408448,3586424831,NULL
*,NULL,Germany,,93102,213.191.0.0,213.191.95.255,3586064384,3586088959,NULL
*,NULL,Germany,,93101,213.188.96.0,213.188.127.255,3585892352,3585900543,NULL
*,NULL,Germany,,93100,213.187.224.0,213.187.255.255,3585859584,3585867775,NULL
*,NULL,Germany,,93099,213.187.64.0,213.187.95.255,3585818624,3585826815,NULL
*,NULL,Germany,,93098,213.187.0.0,213.187.31.255,3585802240,3585810431,NULL
*,NULL,Germany,,93097,213.185.128.0,213.185.159.255,3585703936,3585712127,NULL
*,NULL,Germany,,93096,213.185.64.0,213.185.95.255,3585687552,3585695743,NULL
*,NULL,Germany,,93095,213.183.160.0,213.183.223.255,3585581056,3585597439,NULL
*,NULL,Germany,,93094,213.183.64.0,213.183.95.255,3585556480,3585564671,NULL
*,NULL,Germany,,93093,213.183.0.0,213.183.31.255,3585540096,3585548287,NULL
*,NULL,Germany,,93092,213.182.96.0,213.182.159.255,3585499136,3585515519,NULL
*,NULL,Germany,,93091,213.182.0.0,213.182.31.255,3585474560,3585482751,NULL
*,NULL,Germany,,93090,213.179.192.0,213.179.223.255,3585327104,3585335295,NULL
*,NULL,Germany,,93089,213.179.128.0,213.179.159.255,3585310720,3585318911,NULL
*,NULL,Germany,,93088,213.179.64.0,213.179.95.255,3585294336,3585302527,NULL
*,NULL,Germany,,93087,213.178.160.0,213.178.191.255,3585253376,3585261567,NULL
*,NULL,Germany,,93086,213.178.64.0,213.178.95.255,3585228800,3585236991,NULL
*,NULL,Germany,,93085,213.178.0.0,213.178.31.255,3585212416,3585220607,NULL
*,NULL,Germany,,93084,213.176.192.0,213.176.223.255,3585130496,3585138687,NULL
*,NULL,Germany,,93083,213.174.32.0,213.174.63.255,3584958464,3584966655,NULL
*,NULL,Germany,,93082,213.173.0.0,213.173.31.255,3584884736,3584892927,NULL
*,NULL,Germany,,93081,213.172.96.0,213.172.127.255,3584843776,3584851967,NULL
*,NULL,Germany,,93080,213.171.0.0,213.171.31.255,3584753664,3584761855,NULL
*,NULL,Germany,,93079,213.170.160.0,213.170.191.255,3584729088,3584737279,NULL
*,NULL,Germany,,93078,213.168.192.0,213.168.223.255,3584606208,3584614399,NULL
*,NULL,Germany,,93077,213.168.64.0,213.168.127.255,3584573440,3584589823,NULL
*,NULL,Germany,,93076,213.167.160.0,213.167.191.255,3584532480,3584540671,NULL
*,NULL,Germany,,93075,213.166.224.0,213.166.255.255,3584483328,3584491519,NULL
*,NULL,Germany,,93074,213.165.64.0,213.165.95.255,3584376832,3584385023,NULL
*,NULL,Germany,,93073,213.164.128.0,213.164.159.255,3584327680,3584335871,NULL
*,NULL,Germany,,93072,213.164.64.0,213.164.95.255,3584311296,3584319487,NULL
*,NULL,Germany,,93071,213.160.64.0,213.160.95.255,3584049152,3584057343,NULL
*,NULL,Germany,,93070,213.160.0.0,213.160.31.255,3584032768,3584040959,NULL
*,NULL,Germany,,93069,213.158.96.0,213.158.127.255,3583926272,3583934463,NULL
*,NULL,Germany,,93068,213.157.0.0,213.157.31.255,3583836160,3583844351,NULL
*,NULL,Germany,,93067,213.156.160.0,213.156.191.255,3583811584,3583819775,NULL
*,NULL,Germany,,93066,213.155.64.0,213.155.95.255,3583721472,3583729663,NULL
*,NULL,Germany,,93065,213.155.0.0,213.155.31.255,3583705088,3583713279,NULL
*,NULL,Germany,,93064,213.153.64.0,213.153.95.255,3583590400,3583598591,NULL
*,NULL,Germany,,93063,213.149.64.0,213.149.95.255,3583328256,3583336447,NULL
*,NULL,Germany,,93062,213.148.128.0,213.148.159.255,3583279104,3583287295,NULL
*,NULL,Germany,,93061,213.147.96.0,213.147.127.255,3583205376,3583213567,NULL
*,NULL,Germany,,93060,213.146.224.0,213.147.31.255,3583172608,3583188991,NULL
*,NULL,Germany,,93059,213.146.96.0,213.146.127.255,3583139840,3583148031,NULL
*,NULL,Germany,,93058,213.145.64.0,213.145.95.255,3583066112,3583074303,NULL
*,NULL,Germany,,93057,213.144.0.0,213.144.31.255,3582984192,3582992383,NULL
*,NULL,Germany,,93056,213.143.192.0,213.143.223.255,3582967808,3582975999,NULL
*,NULL,Germany,,93055,213.139.128.0,213.139.159.255,3582689280,3582697471,NULL
*,NULL,Germany,,93054,213.139.64.0,213.139.95.255,3582672896,3582681087,NULL
*,NULL,Germany,,93053,213.138.32.0,213.138.63.255,3582599168,3582607359,NULL
*,NULL,Germany,,93052,213.137.192.0,213.137.223.255,3582574592,3582582783,NULL
*,NULL,Germany,,93051,213.136.64.0,213.136.95.255,3582476288,3582484479,NULL
*,NULL,Germany,,93050,213.135.0.0,213.135.31.255,3582394368,3582402559,NULL
*,NULL,Germany,,93049,213.133.96.0,213.133.127.255,3582287872,3582296063,NULL
*,NULL,Germany,,93048,213.131.192.0,213.131.255.255,3582181376,3582197759,NULL
*,NULL,Germany,,93047,213.128.64.0,213.128.159.255,3581952000,3581976575,NULL
*,NULL,Germany,,93046,213.128.0.0,213.128.31.255,3581935616,3581943807,NULL
*,NULL,Germany,,93045,213.95.0.0,213.95.255.255,3579772928,3579838463,NULL
*,NULL,Germany,,93044,213.83.0.0,213.83.63.255,3578986496,3579002879,NULL
*,NULL,Germany,,93043,213.79.0.0,213.79.31.255,3578724352,3578732543,NULL
*,NULL,Germany,,93042,213.73.64.0,213.73.127.255,3578347520,3578363903,NULL
*,NULL,Germany,,93041,213.68.0.0,213.71.255.255,3578003456,3578265599,NULL
*,NULL,Germany,,93040,213.61.0.0,213.61.255.255,3577544704,3577610239,NULL
*,NULL,Germany,,93039,213.54.0.0,213.54.255.255,3577085952,3577151487,NULL
*,NULL,Germany,,93038,213.39.128.0,213.39.255.255,3576135680,3576168447,NULL
*,NULL,Germany,,93037,213.30.192.0,213.30.255.255,3575562240,3575578623,NULL
*,NULL,Germany,,93036,213.23.0.0,213.23.255.255,3575054336,3575119871,NULL
*,NULL,Germany,,93035,213.20.0.0,213.21.127.255,3574857728,3574956031,NULL
*,NULL,Germany,,93034,213.9.0.0,213.9.127.255,3574136832,3574169599,NULL
*,NULL,Germany,,93033,213.6.0.0,213.7.255.255,3573940224,3574071295,NULL
*,NULL,Germany,,93032,212.255.0.0,212.255.255.255,3573481472,3573547007,NULL
*,NULL,Germany,,93031,212.227.0.0,212.227.255.255,3571646464,3571711999,NULL
*,NULL,Germany,,93030,212.221.128.0,212.224.63.255,3571286016,3571466239,NULL
*,NULL,Germany,,93029,212.218.0.0,212.218.255.255,3571056640,3571122175,NULL
*,NULL,Germany,,93028,212.211.128.0,212.211.255.255,3570630656,3570663423,NULL
*,NULL,Germany,,93027,212.204.0.0,212.204.127.255,3570139136,3570171903,NULL
*,NULL,Germany,,93026,212.201.0.0,212.202.255.255,3569942528,3570073599,NULL
*,NULL,Germany,,93025,212.184.0.0,212.185.255.255,3568828416,3568959487,NULL
*,NULL,Germany,,93024,212.172.0.0,212.172.255.255,3568041984,3568107519,NULL
*,NULL,Germany,,93023,212.169.128.0,212.169.255.255,3567878144,3567910911,NULL
*,NULL,Germany,,93022,212.168.0.0,212.168.255.255,3567779840,3567845375,NULL
*,NULL,Germany,,93021,212.162.0.0,212.162.63.255,3567386624,3567403007,NULL
*,NULL,Germany,,93020,212.149.0.0,212.149.63.255,3566534656,3566551039,NULL
*,NULL,Germany,,93019,212.144.0.0,212.144.255.255,3566206976,3566272511,NULL
*,NULL,Germany,,93018,212.127.32.0,212.127.63.255,3565101056,3565109247,NULL
*,NULL,Germany,,93017,212.126.192.0,212.126.223.255,3565076480,3565084671,NULL
*,NULL,Germany,,93016,212.125.96.0,212.125.127.255,3564986368,3564994559,NULL
*,NULL,Germany,,93015,212.125.32.0,212.125.63.255,3564969984,3564978175,NULL
*,NULL,Germany,,93014,212.124.32.0,212.124.63.255,3564904448,3564912639,NULL
*,NULL,Germany,,93013,212.123.96.0,212.123.127.255,3564855296,3564863487,NULL
*,NULL,Germany,,93012,212.123.32.0,212.123.63.255,3564838912,3564847103,NULL
*,NULL,Germany,,93011,212.122.128.0,212.122.159.255,3564797952,3564806143,NULL
*,NULL,Germany,,93010,212.122.32.0,212.122.63.255,3564773376,3564781567,NULL
*,NULL,Germany,,93009,212.121.192.0,212.121.223.255,3564748800,3564756991,NULL
*,NULL,Germany,,93008,212.121.128.0,212.121.159.255,3564732416,3564740607,NULL
*,NULL,Germany,,93007,212.120.32.0,212.120.63.255,3564642304,3564650495,NULL
*,NULL,Germany,,93006,212.118.160.0,212.118.223.255,3564544000,3564560383,NULL
*,NULL,Germany,,93005,212.117.64.0,212.117.95.255,3564453888,3564462079,NULL
*,NULL,Germany,,93004,212.116.0.0,212.116.31.255,3564371968,3564380159,NULL
*,NULL,Germany,,93003,212.114.128.0,212.114.255.255,3564273664,3564306431,NULL
*,NULL,Germany,,93002,212.114.32.0,212.114.95.255,3564249088,3564265471,NULL
*,NULL,Germany,,93001,212.113.224.0,212.113.255.255,3564232704,3564240895,NULL
*,NULL,Germany,,93000,212.112.192.0,212.112.255.255,3564158976,3564175359,NULL
*,NULL,Germany,,92999,212.111.224.0,212.111.255.255,3564101632,3564109823,NULL
*,NULL,Germany,,92998,212.110.192.0,212.110.255.255,3564027904,3564044287,NULL
*,NULL,Germany,,92997,212.110.96.0,212.110.127.255,3564003328,3564011519,NULL
*,NULL,Germany,,92996,212.108.160.0,212.108.191.255,3563888640,3563896831,NULL
*,NULL,Germany,,92995,212.107.160.0,212.107.191.255,3563823104,3563831295,NULL
*,NULL,Germany,,92994,212.105.192.0,212.105.223.255,3563700224,3563708415,NULL
*,NULL,Germany,,92993,212.103.96.0,212.103.127.255,3563544576,3563552767,NULL
*,NULL,Germany,,92992,212.103.32.0,212.103.63.255,3563528192,3563536383,NULL
*,NULL,Germany,,92991,212.102.224.0,212.102.255.255,3563511808,3563519999,NULL
*,NULL,Germany,,92990,212.102.160.0,212.102.191.255,3563495424,3563503615,NULL
*,NULL,Germany,,92989,212.101.192.0,212.101.223.255,3563438080,3563446271,NULL
*,NULL,Germany,,92988,212.101.32.0,212.101.63.255,3563397120,3563405311,NULL
*,NULL,Germany,,92987,212.100.32.0,212.100.63.255,3563331584,3563339775,NULL
*,NULL,Germany,,92986,212.99.128.0,212.99.223.255,3563290624,3563315199,NULL
*,NULL,Germany,,92985,212.98.64.0,212.98.127.255,3563208704,3563225087,NULL
*,NULL,Germany,,92984,212.97.96.0,212.97.127.255,3563151360,3563159551,NULL
*,NULL,Germany,,92983,212.96.224.0,212.96.255.255,3563118592,3563126783,NULL
*,NULL,Germany,,92982,212.96.128.0,212.96.159.255,3563094016,3563102207,NULL
*,NULL,Germany,,92981,212.96.32.0,212.96.63.255,3563069440,3563077631,NULL
*,NULL,Germany,,92980,212.95.96.0,212.95.127.255,3563020288,3563028479,NULL
*,NULL,Germany,,92979,212.95.32.0,212.95.63.255,3563003904,3563012095,NULL
*,NULL,Germany,,92978,212.94.224.0,212.94.255.255,3562987520,3562995711,NULL
*,NULL,Germany,,92977,212.93.0.0,212.93.31.255,3562864640,3562872831,NULL
*,NULL,Germany,,92976,212.91.224.0,212.91.255.255,3562790912,3562799103,NULL
*,NULL,Germany,,92975,212.90.128.0,212.90.159.255,3562700800,3562708991,NULL
*,NULL,Germany,,92974,212.89.192.0,212.89.223.255,3562651648,3562659839,NULL
*,NULL,Germany,,92973,212.89.96.0,212.89.159.255,3562627072,3562643455,NULL
*,NULL,Germany,,92972,212.88.192.0,212.88.223.255,3562586112,3562594303,NULL
*,NULL,Germany,,92971,212.88.128.0,212.88.159.255,3562569728,3562577919,NULL
*,NULL,Germany,,92970,212.87.128.0,212.87.159.255,3562504192,3562512383,NULL
*,NULL,Germany,,92969,212.87.32.0,212.87.63.255,3562479616,3562487807,NULL
*,NULL,Germany,,92968,212.86.128.0,212.86.223.255,3562438656,3562463231,NULL
*,NULL,Germany,,92967,212.86.32.0,212.86.63.255,3562414080,3562422271,NULL
*,NULL,Germany,,92966,212.84.192.0,212.84.255.255,3562323968,3562340351,NULL
*,NULL,Germany,,92965,212.84.64.0,212.84.95.255,3562291200,3562299391,NULL
*,NULL,Germany,,92964,212.83.32.0,212.83.63.255,3562217472,3562225663,NULL
*,NULL,Germany,,92963,212.82.224.0,212.82.255.255,3562201088,3562209279,NULL
*,NULL,Germany,,92962,212.82.160.0,212.82.191.255,3562184704,3562192895,NULL
*,NULL,Germany,,92961,212.82.96.0,212.82.127.255,3562168320,3562176511,NULL
*,NULL,Germany,,92960,212.82.32.0,212.82.63.255,3562151936,3562160127,NULL
*,NULL,Germany,,92959,212.80.224.0,212.80.255.255,3562070016,3562078207,NULL
*,NULL,Germany,,92958,212.80.32.0,212.80.63.255,3562020864,3562029055,NULL
*,NULL,Germany,,92957,212.79.160.0,212.79.223.255,3561988096,3562004479,NULL
*,NULL,Germany,,92956,212.79.0.0,212.79.63.255,3561947136,3561963519,NULL
*,NULL,Germany,,92955,212.78.96.0,212.78.127.255,3561906176,3561914367,NULL
*,NULL,Germany,,92954,212.77.224.0,212.77.255.255,3561873408,3561881599,NULL
*,NULL,Germany,,92953,212.77.160.0,212.77.191.255,3561857024,3561865215,NULL
*,NULL,Germany,,92952,212.76.192.0,212.76.223.255,3561799680,3561807871,NULL
*,NULL,Germany,,92951,212.76.128.0,212.76.159.255,3561783296,3561791487,NULL
*,NULL,Germany,,92950,212.75.32.0,212.75.63.255,3561693184,3561701375,NULL
*,NULL,Germany,,92949,212.74.192.0,212.74.223.255,3561668608,3561676799,NULL
*,NULL,Germany,,92948,212.72.160.0,212.72.191.255,3561529344,3561537535,NULL
*,NULL,Germany,,92947,212.72.64.0,212.72.95.255,3561504768,3561512959,NULL
*,NULL,Germany,,92946,212.71.192.0,212.71.223.255,3561472000,3561480191,NULL
*,NULL,Germany,,92945,212.69.160.0,212.69.191.255,3561332736,3561340927,NULL
*,NULL,Germany,,92944,212.68.64.0,212.68.127.255,3561242624,3561259007,NULL
*,NULL,Germany,,92943,212.66.128.0,212.66.159.255,3561127936,3561136127,NULL
*,NULL,Germany,,92942,212.66.0.0,212.66.31.255,3561095168,3561103359,NULL
*,NULL,Germany,,92941,212.65.96.0,212.65.127.255,3561054208,3561062399,NULL
*,NULL,Germany,,92940,212.64.224.0,212.65.31.255,3561021440,3561037823,NULL
*,NULL,Germany,,92939,212.63.128.0,212.63.191.255,3560931328,3560947711,NULL
*,NULL,Germany,,92938,212.63.32.0,212.63.95.255,3560906752,3560923135,NULL
*,NULL,Germany,,92937,212.62.192.0,212.62.223.255,3560882176,3560890367,NULL
*,NULL,Germany,,92936,212.62.64.0,212.62.95.255,3560849408,3560857599,NULL
*,NULL,Germany,,92935,212.60.192.0,212.60.255.255,3560751104,3560767487,NULL
*,NULL,Germany,,92934,212.60.96.0,212.60.159.255,3560726528,3560742911,NULL
*,NULL,Germany,,92933,212.60.0.0,212.60.31.255,3560701952,3560710143,NULL
*,NULL,Germany,,92932,212.59.32.0,212.59.63.255,3560644608,3560652799,NULL
*,NULL,Germany,,92931,212.58.64.0,212.58.95.255,3560587264,3560595455,NULL
*,NULL,Germany,,92930,212.57.64.0,212.57.95.255,3560521728,3560529919,NULL
*,NULL,Germany,,92929,212.55.96.0,212.55.127.255,3560398848,3560407039,NULL
*,NULL,Germany,,92928,212.53.128.0,212.53.255.255,3560275968,3560308735,NULL
*,NULL,Germany,,92927,212.52.224.0,212.52.255.255,3560235008,3560243199,NULL
*,NULL,Germany,,92926,212.52.32.0,212.52.63.255,3560185856,3560194047,NULL
*,NULL,Germany,,92925,212.51.0.0,212.51.31.255,3560112128,3560120319,NULL
*,NULL,Germany,,92924,212.48.96.0,212.48.127.255,3559940096,3559948287,NULL
*,NULL,Germany,,92923,212.46.96.0,212.46.127.255,3559809024,3559817215,NULL
*,NULL,Germany,,92922,212.44.160.0,212.44.223.255,3559694336,3559710719,NULL
*,NULL,Germany,,92921,212.43.64.0,212.43.95.255,3559604224,3559612415,NULL
*,NULL,Germany,,92920,212.42.224.0,212.42.255.255,3559579648,3559587839,NULL
*,NULL,Germany,,92919,212.40.160.0,212.40.191.255,3559432192,3559440383,NULL
*,NULL,Germany,,92918,212.38.0.0,212.38.31.255,3559260160,3559268351,NULL
*,NULL,Germany,,92917,212.37.32.0,212.37.63.255,3559202816,3559211007,NULL
*,NULL,Germany,,92916,212.36.224.0,212.36.255.255,3559186432,3559194623,NULL
*,NULL,Germany,,92915,212.34.160.0,212.34.191.255,3559038976,3559047167,NULL
*,NULL,Germany,,92914,212.34.64.0,212.34.127.255,3559014400,3559030783,NULL
*,NULL,Germany,,92913,212.28.224.0,212.29.63.255,3558662144,3558686719,NULL
*,NULL,Germany,,92912,212.28.96.0,212.28.127.255,3558629376,3558637567,NULL
*,NULL,Germany,,92911,212.28.32.0,212.28.63.255,3558612992,3558621183,NULL
*,NULL,Germany,,92910,212.27.128.0,212.27.159.255,3558572032,3558580223,NULL
*,NULL,Germany,,92909,212.25.32.0,212.25.63.255,3558416384,3558424575,NULL
*,NULL,Germany,,92908,212.23.96.0,212.23.159.255,3558301696,3558318079,NULL
*,NULL,Germany,,92907,212.21.160.0,212.21.191.255,3558187008,3558195199,NULL
*,NULL,Germany,,92906,212.21.32.0,212.21.95.255,3558154240,3558170623,NULL
*,NULL,Germany,,92905,212.20.160.0,212.20.191.255,3558121472,3558129663,NULL
*,NULL,Germany,,92904,212.19.32.0,212.19.63.255,3558023168,3558031359,NULL
*,NULL,Germany,,92903,212.18.192.0,212.18.223.255,3557998592,3558006783,NULL
*,NULL,Germany,,92902,212.18.64.0,212.18.95.255,3557965824,3557974015,NULL
*,NULL,Germany,,92901,212.17.224.0,212.18.31.255,3557941248,3557957631,NULL
*,NULL,Germany,,92900,212.16.224.0,212.16.255.255,3557875712,3557883903,NULL
*,NULL,Germany,,92899,212.15.192.0,212.15.223.255,3557801984,3557810175,NULL
*,NULL,Germany,,92898,212.14.64.0,212.14.95.255,3557703680,3557711871,NULL
*,NULL,Germany,,92897,212.12.96.0,212.12.127.255,3557580800,3557588991,NULL
*,NULL,Germany,,92896,212.12.32.0,212.12.63.255,3557564416,3557572607,NULL
*,NULL,Germany,,92895,212.11.224.0,212.11.255.255,3557548032,3557556223,NULL
*,NULL,Germany,,92894,212.9.160.0,212.9.191.255,3557400576,3557408767,NULL
*,NULL,Germany,,92893,212.8.192.0,212.8.223.255,3557343232,3557351423,NULL
*,NULL,Germany,,92892,212.8.128.0,212.8.159.255,3557326848,3557335039,NULL
*,NULL,Germany,,92891,212.8.0.0,212.8.31.255,3557294080,3557302271,NULL
*,NULL,Germany,,92890,212.7.128.0,212.7.191.255,3557261312,3557277695,NULL
*,NULL,Germany,,92889,212.6.64.0,212.6.255.255,3557179392,3557228543,NULL
*,NULL,Germany,,92888,212.4.224.0,212.5.63.255,3557089280,3557113855,NULL
*,NULL,Germany,,92887,212.4.160.0,212.4.191.255,3557072896,3557081087,NULL
*,NULL,Germany,,92886,212.2.32.0,212.2.95.255,3556909056,3556925439,NULL
*,NULL,Germany,,92885,212.1.32.0,212.1.63.255,3556843520,3556851711,NULL
*,NULL,Germany,,92884,212.0.0.0,212.0.63.255,3556769792,3556786175,NULL
*,NULL,Germany,,92883,204.231.228.0,204.231.228.255,3437749248,3437749503,NULL
*,NULL,Germany,,92882,204.218.0.0,204.219.255.255,3436838912,3436969983,NULL
*,NULL,Germany,,92881,204.154.64.0,204.154.71.255,3432660992,3432663039,NULL
*,NULL,Germany,,92880,204.79.235.0,204.79.236.255,3427789568,3427790079,NULL
*,NULL,Germany,,92879,204.79.187.0,204.79.187.255,3427777280,3427777535,NULL
*,NULL,Germany,,92878,204.79.177.0,204.79.178.255,3427774720,3427775231,NULL
*,NULL,Germany,,92877,204.79.171.0,204.79.171.255,3427773184,3427773439,NULL
*,NULL,Germany,,92876,204.79.168.0,204.79.168.255,3427772416,3427772671,NULL
*,NULL,Germany,,92875,204.79.147.0,204.79.149.255,3427767040,3427767807,NULL
*,NULL,Germany,,92874,204.79.128.0,204.79.128.255,3427762176,3427762431,NULL
*,NULL,Germany,,92873,199.103.107.0,199.103.107.255,3345443584,3345443839,NULL
*,NULL,Germany,,92872,199.103.97.0,199.103.99.255,3345441024,3345441791,NULL
*,NULL,Germany,,92871,199.103.93.0,199.103.93.255,3345440000,3345440255,NULL
*,NULL,Germany,,92870,199.103.75.0,199.103.79.255,3345435392,3345436671,NULL
*,NULL,Germany,,92869,199.10.212.0,199.10.213.255,3339375616,3339376127,NULL
*,NULL,Germany,,92868,199.10.204.0,199.10.205.255,3339373568,3339374079,NULL
*,NULL,Germany,,92867,195.252.128.0,195.254.127.255,3288104960,3288236031,NULL
*,NULL,Germany,,92866,195.248.128.0,195.248.159.255,3287842816,3287851007,NULL
*,NULL,Germany,,92865,195.247.0.0,195.247.255.255,3287744512,3287810047,NULL
*,NULL,Germany,,92864,195.246.216.0,195.246.219.255,3287734272,3287735295,NULL
*,NULL,Germany,,92863,195.246.202.0,195.246.207.255,3287730688,3287732223,NULL
*,NULL,Germany,,92862,195.246.160.0,195.246.191.255,3287719936,3287728127,NULL
*,NULL,Germany,,92861,195.245.245.0,195.245.245.255,3287676160,3287676415,NULL
*,NULL,Germany,,92860,195.245.243.0,195.245.243.255,3287675648,3287675903,NULL
*,NULL,Germany,,92859,195.245.238.0,195.245.238.255,3287674368,3287674623,NULL
*,NULL,Germany,,92858,195.245.205.0,195.245.205.255,3287665920,3287666175,NULL
*,NULL,Germany,,92857,195.245.192.0,195.245.192.255,3287662592,3287662847,NULL
*,NULL,Germany,,92856,195.245.122.0,195.245.123.255,3287644672,3287645183,NULL
*,NULL,Germany,,92855,195.245.104.0,195.245.105.255,3287640064,3287640575,NULL
*,NULL,Germany,,92854,195.245.98.0,195.245.99.255,3287638528,3287639039,NULL
*,NULL,Germany,,92853,195.245.86.0,195.245.87.255,3287635456,3287635967,NULL
*,NULL,Germany,,92852,195.245.70.0,195.245.71.255,3287631360,3287631871,NULL
*,NULL,Germany,,92851,195.244.224.0,195.245.65.255,3287605248,3287630335,NULL
*,NULL,Germany,,92850,195.244.96.0,195.244.127.255,3287572480,3287580671,NULL
*,NULL,Germany,,92849,195.243.0.0,195.243.255.255,3287482368,3287547903,NULL
*,NULL,Germany,,92848,195.242.224.0,195.242.231.255,3287474176,3287476223,NULL
